timestamp,image_file,linear_x,angular_z
1748934732.577571,1748934732.577571.png,0.1838,-0.0002
1748934732.679166,1748934732.679166.png,0.1838,-0.0002
1748934732.777822,1748934732.777822.png,0.1838,-0.0001
1748934732.877863,1748934732.877863.png,0.1838,0.0000
1748934732.977858,1748934732.977858.png,0.1838,0.0001
1748934733.077774,1748934733.077774.png,0.1838,0.0000
1748934733.177455,1748934733.177455.png,0.1838,-0.0000
1748934733.278473,1748934733.278473.png,0.1838,-0.0000
1748934733.377714,1748934733.377714.png,0.1838,-0.0000
1748934733.478207,1748934733.478207.png,0.1838,0.0000
1748934733.577420,1748934733.577420.png,0.1838,0.0000
1748934733.677105,1748934733.677105.png,0.1838,0.0001
1748934733.777539,1748934733.777539.png,0.1838,0.0000
1748934733.877317,1748934733.877317.png,0.1838,-0.0000
1748934733.977802,1748934733.977802.png,0.1838,0.0000
1748934734.077148,1748934734.077148.png,0.1838,-0.0000
1748934734.177248,1748934734.177248.png,0.1838,-0.0000
1748934734.277478,1748934734.277478.png,0.1838,0.0000
1748934734.378169,1748934734.378169.png,0.1838,0.0001
1748934734.477454,1748934734.477454.png,0.1838,0.0001
1748934734.577056,1748934734.577056.png,0.1838,-0.0000
1748934734.677703,1748934734.677703.png,0.1838,-0.0001
1748934734.777256,1748934734.777256.png,0.1838,-0.0000
1748934734.877531,1748934734.877531.png,0.1838,0.0000
1748934734.988069,1748934734.988069.png,0.1838,0.0001
1748934735.078047,1748934735.078047.png,0.1838,-0.0000
1748934735.177781,1748934735.177781.png,0.1838,-0.0000
1748934735.277509,1748934735.277509.png,0.1838,-0.0000
1748934735.377468,1748934735.377468.png,0.1838,0.0000
1748934735.478085,1748934735.478085.png,0.1838,-0.0000
1748934735.577662,1748934735.577662.png,0.1838,-0.0000
1748934735.677488,1748934735.677488.png,0.1838,-0.0000
1748934735.779124,1748934735.779124.png,0.1838,0.0000
1748934735.877464,1748934735.877464.png,0.1838,-0.0000
1748934735.979967,1748934735.979967.png,0.1838,-0.0000
1748934736.077241,1748934736.077241.png,0.1838,-0.0000
1748934736.177444,1748934736.177444.png,0.1838,0.0000
1748934736.277608,1748934736.277608.png,0.1838,0.0000
1748934736.379090,1748934736.379090.png,0.1838,-0.0000
1748934736.477371,1748934736.477371.png,0.1838,-0.0000
1748934736.577086,1748934736.577086.png,0.1838,-0.0000
1748934736.677585,1748934736.677585.png,0.1838,0.0000
1748934736.777809,1748934736.777809.png,0.1838,-0.0000
1748934736.877312,1748934736.877312.png,0.1838,-0.0000
1748934736.978479,1748934736.978479.png,0.1838,-0.0000
1748934737.077581,1748934737.077581.png,0.1838,-0.0000
1748934737.177578,1748934737.177578.png,0.1838,-0.0000
1748934737.277682,1748934737.277682.png,0.1838,-0.0000
1748934737.377710,1748934737.377710.png,0.1838,-0.0000
1748934737.478282,1748934737.478282.png,0.1838,-0.0000
1748934737.580115,1748934737.580115.png,0.1838,-0.0000
1748934737.678310,1748934737.678310.png,0.1838,-0.0000
1748934737.780872,1748934737.780872.png,0.1838,-0.0000
1748934737.877336,1748934737.877336.png,0.1838,-0.0000
1748934737.977242,1748934737.977242.png,0.1838,-0.0000
1748934738.077569,1748934738.077569.png,0.1838,-0.0000
1748934738.177678,1748934738.177678.png,0.1838,-0.0000
1748934738.277593,1748934738.277593.png,0.1838,-0.0000
1748934738.378078,1748934738.378078.png,0.1838,-0.0000
1748934738.477595,1748934738.477595.png,0.1838,-0.0000
1748934738.578399,1748934738.578399.png,0.1838,-0.0000
1748934738.677192,1748934738.677192.png,0.1838,-0.0000
1748934738.777549,1748934738.777549.png,0.1838,-0.0000
1748934738.877960,1748934738.877960.png,0.1838,-0.0000
1748934738.977580,1748934738.977580.png,0.1838,-0.0000
1748934739.077277,1748934739.077277.png,0.1838,0.0000
1748934739.177289,1748934739.177289.png,0.1838,-0.0000
1748934739.277359,1748934739.277359.png,0.1838,-0.0000
1748934739.377900,1748934739.377900.png,0.1838,-0.0000
1748934739.481963,1748934739.481963.png,0.1838,0.0000
1748934739.577467,1748934739.577467.png,0.1838,-0.0000
1748934739.677903,1748934739.677903.png,0.1838,-0.0000
1748934739.777241,1748934739.777241.png,0.1838,-0.0000
1748934739.877362,1748934739.877362.png,0.1838,-0.0000
1748934739.977465,1748934739.977465.png,0.1838,-0.0000
1748934740.077584,1748934740.077584.png,0.1838,-0.0000
1748934740.177462,1748934740.177462.png,0.1838,-0.0000
1748934740.281276,1748934740.281276.png,0.1838,-0.0000
1748934740.377354,1748934740.377354.png,0.1838,-0.0000
1748934740.477573,1748934740.477573.png,0.1838,-0.0000
1748934740.577030,1748934740.577030.png,0.1838,-0.0000
1748934740.677636,1748934740.677636.png,0.1838,-0.0000
1748934740.777465,1748934740.777465.png,0.1838,-0.0000
1748934740.879482,1748934740.879482.png,0.1838,-0.0025
1748934740.979773,1748934740.979773.png,0.1838,-0.0113
1748934741.077821,1748934741.077821.png,0.1838,-0.0394
1748934741.177308,1748934741.177308.png,0.1838,-0.1368
1748934741.279107,1748934741.279107.png,0.1838,-0.1875
1748934741.377573,1748934741.377573.png,0.1838,-0.1532
1748934741.477624,1748934741.477624.png,0.1838,-0.1317
1748934741.577239,1748934741.577239.png,0.1838,-0.1852
1748934741.677526,1748934741.677526.png,0.1838,-0.2324
1748934741.777570,1748934741.777570.png,0.1838,-0.2346
1748934741.877888,1748934741.877888.png,0.1838,-0.2202
1748934741.977213,1748934741.977213.png,0.1838,-0.2303
1748934742.077484,1748934742.077484.png,0.1838,-0.2677
1748934742.177885,1748934742.177885.png,0.1838,-0.3012
1748934742.277445,1748934742.277445.png,0.1838,-0.2940
1748934742.377424,1748934742.377424.png,0.1838,-0.2650
1748934742.477386,1748934742.477386.png,0.1838,-0.2469
1748934742.577542,1748934742.577542.png,0.1838,-0.2059
1748934742.677201,1748934742.677201.png,0.1838,-0.1713
