timestamp,image_file,linear_x,angular_z
1749281870.673523,1749281870.673523.png,0.2612,0.4074
1749281870.773932,1749281870.773932.png,0.2612,0.4074
1749281870.872244,1749281870.872244.png,0.2612,0.4074
1749281870.976651,1749281870.976651.png,0.2612,0.4074
1749281871.073496,1749281871.073496.png,0.2612,0.4074
1749281871.174620,1749281871.174620.png,0.2612,0.4074
1749281871.272539,1749281871.272539.png,0.2612,0.4074
1749281871.374313,1749281871.374313.png,0.2612,0.4074
1749281871.472527,1749281871.472527.png,0.2612,0.4074
1749281871.572377,1749281871.572377.png,0.2612,0.4074
1749281871.674812,1749281871.674812.png,0.2612,0.4074
1749281871.772943,1749281871.772943.png,0.2612,0.4074
1749281871.875673,1749281871.875673.png,0.2612,0.4074
1749281871.975348,1749281871.975348.png,0.2612,0.4074
1749281872.072745,1749281872.072745.png,0.2612,0.4074
1749281872.172371,1749281872.172371.png,0.2612,0.4074
1749281872.273000,1749281872.273000.png,0.2612,0.4074
1749281872.372416,1749281872.372416.png,0.2612,0.4074
1749281872.472605,1749281872.472605.png,0.2612,0.4074
1749281872.572433,1749281872.572433.png,0.2612,0.4074
1749281872.672339,1749281872.672339.png,0.2612,0.4074
1749281872.772451,1749281872.772451.png,0.2612,0.4074
1749281872.872293,1749281872.872293.png,0.2612,0.4074
1749281872.973732,1749281872.973732.png,0.2612,0.4074
1749281873.072881,1749281873.072881.png,0.2612,0.4074
1749281873.174286,1749281873.174286.png,0.2612,0.4074
1749281873.277560,1749281873.277560.png,0.2612,0.4074
1749281873.372344,1749281873.372344.png,0.2612,0.4074
1749281873.472305,1749281873.472305.png,0.2612,0.4074
1749281873.573954,1749281873.573954.png,0.2612,0.4074
1749281873.673073,1749281873.673073.png,0.2612,0.4074
1749281873.772918,1749281873.772918.png,0.2612,0.4074
1749281873.872499,1749281873.872499.png,0.2612,0.4074
1749281873.975478,1749281873.975478.png,0.2612,0.4074
1749281874.072539,1749281874.072539.png,0.2612,0.4074
1749281874.174206,1749281874.174206.png,0.2612,0.0764
1749281874.274434,1749281874.274434.png,0.2612,-0.4074
1749281874.372562,1749281874.372562.png,0.2612,-0.4074
1749281874.472393,1749281874.472393.png,0.2612,-0.3099
1749281874.573091,1749281874.573091.png,0.2612,-0.2707
1749281874.672427,1749281874.672427.png,0.2612,-0.3193
1749281874.774669,1749281874.774669.png,0.2612,-0.4074
1749281874.873386,1749281874.873386.png,0.2612,-0.4074
1749281874.972539,1749281874.972539.png,0.2612,-0.4074
1749281875.072287,1749281875.072287.png,0.2612,-0.4074
1749281875.174669,1749281875.174669.png,0.2612,-0.4074
1749281875.274593,1749281875.274593.png,0.2612,-0.4074
1749281875.374321,1749281875.374321.png,0.2612,-0.4074
1749281875.472638,1749281875.472638.png,0.2612,-0.4074
1749281875.572408,1749281875.572408.png,0.2612,-0.4074
1749281875.673068,1749281875.673068.png,0.2612,-0.4074
1749281875.772727,1749281875.772727.png,0.2612,-0.4074
1749281875.872716,1749281875.872716.png,0.2612,-0.4074
1749281875.972383,1749281875.972383.png,0.2612,-0.4074
1749281876.072305,1749281876.072305.png,0.2612,-0.4074
1749281876.175424,1749281876.175424.png,0.2612,-0.4074
1749281876.272609,1749281876.272609.png,0.2612,-0.4074
1749281876.372272,1749281876.372272.png,0.2612,-0.4074
1749281876.473095,1749281876.473095.png,0.2612,-0.4074
1749281876.572498,1749281876.572498.png,0.2612,-0.4074
1749281876.675588,1749281876.675588.png,0.2612,-0.4074
1749281876.773079,1749281876.773079.png,0.2612,-0.4074
1749281876.874323,1749281876.874323.png,0.2612,-0.4074
1749281876.975615,1749281876.975615.png,0.2612,-0.4074
1749281877.074631,1749281877.074631.png,0.2612,-0.4074
1749281877.172799,1749281877.172799.png,0.2612,-0.4074
1749281877.272445,1749281877.272445.png,0.2612,-0.4074
1749281877.372512,1749281877.372512.png,0.2612,-0.4074
1749281877.472429,1749281877.472429.png,0.2612,-0.4074
1749281877.572719,1749281877.572719.png,0.2612,-0.4074
1749281877.673184,1749281877.673184.png,0.2612,-0.4074
1749281877.772288,1749281877.772288.png,0.2612,-0.4074
1749281877.872823,1749281877.872823.png,0.2612,-0.4074
1749281877.975985,1749281877.975985.png,0.2612,-0.4074
1749281878.074138,1749281878.074138.png,0.2612,-0.4074
1749281878.172880,1749281878.172880.png,0.2612,-0.4074
1749281878.272961,1749281878.272961.png,0.2612,-0.3759
1749281878.373084,1749281878.373084.png,0.2612,0.4074
1749281878.479980,1749281878.479980.png,0.2612,0.4074
1749281878.572228,1749281878.572228.png,0.2612,0.4074
1749281878.672787,1749281878.672787.png,0.2612,0.4074
1749281878.776089,1749281878.776089.png,0.2612,0.4074
1749281878.872953,1749281878.872953.png,0.2612,0.4074
1749281878.973054,1749281878.973054.png,0.2612,0.4074
1749281879.072543,1749281879.072543.png,0.2612,0.4074
1749281879.181634,1749281879.181634.png,0.2612,0.4074
1749281879.275369,1749281879.275369.png,0.2612,0.4074
1749281879.372546,1749281879.372546.png,0.2612,-0.2172
1749281879.476502,1749281879.476502.png,0.2612,-0.4074
1749281879.572576,1749281879.572576.png,0.2612,-0.4074
1749281879.673096,1749281879.673096.png,0.2612,-0.3880
1749281879.772951,1749281879.772951.png,0.2612,-0.1689
1749281879.872858,1749281879.872858.png,0.2612,0.2044
1749281879.972545,1749281879.972545.png,0.2612,0.1380
1749281880.072945,1749281880.072945.png,0.2612,-0.3156
1749281880.173055,1749281880.173055.png,0.2612,-0.4074
1749281880.272553,1749281880.272553.png,0.2612,-0.0513
1749281880.372529,1749281880.372529.png,0.2612,0.2807
1749281880.472938,1749281880.472938.png,0.2612,0.0331
1749281880.572963,1749281880.572963.png,0.2612,-0.1341
1749281880.673095,1749281880.673095.png,0.2612,0.2746
1749281880.774211,1749281880.774211.png,0.2612,0.4074
1749281880.872573,1749281880.872573.png,0.2612,0.2305
1749281880.972498,1749281880.972498.png,0.2612,0.0178
1749281881.075671,1749281881.075671.png,0.2612,0.0124
1749281881.172875,1749281881.172875.png,0.2612,0.0992
1749281881.274129,1749281881.274129.png,0.2612,0.1620
1749281881.372208,1749281881.372208.png,0.2612,0.0166
1749281881.475638,1749281881.475638.png,0.2612,0.0015
1749281881.572887,1749281881.572887.png,0.2612,0.1532
1749281881.674603,1749281881.674603.png,0.2612,0.0406
1749281881.773254,1749281881.773254.png,0.2612,-0.1149
1749281881.872442,1749281881.872442.png,0.2612,-0.0290
1749281881.974670,1749281881.974670.png,0.2612,0.0637
1749281882.076152,1749281882.076152.png,0.2612,0.1020
1749281882.172289,1749281882.172289.png,0.2612,-0.0476
1749281882.272388,1749281882.272388.png,0.2612,-0.0372
1749281882.372919,1749281882.372919.png,0.2612,0.1173
1749281882.472761,1749281882.472761.png,0.2612,0.1006
1749281882.572585,1749281882.572585.png,0.2612,0.0073
1749281882.673112,1749281882.673112.png,0.2612,-0.1177
1749281882.772593,1749281882.772593.png,0.2612,0.0064
1749281882.872558,1749281882.872558.png,0.2612,0.1337
1749281882.972649,1749281882.972649.png,0.2612,0.0629
1749281883.073223,1749281883.073223.png,0.2612,-0.1366
1749281883.173317,1749281883.173317.png,0.2612,-0.1857
1749281883.272870,1749281883.272870.png,0.2612,0.0255
1749281883.376480,1749281883.376480.png,0.2612,0.1768
1749281883.472958,1749281883.472958.png,0.2612,-0.0313
1749281883.573697,1749281883.573697.png,0.2612,-0.2855
1749281883.672473,1749281883.672473.png,0.2612,-0.1643
1749281883.772346,1749281883.772346.png,0.2612,0.1956
1749281883.872729,1749281883.872729.png,0.2612,0.3228
1749281883.974654,1749281883.974654.png,0.2612,-0.0544
1749281884.073183,1749281884.073183.png,0.2612,-0.3567
1749281884.174355,1749281884.174355.png,0.2612,-0.0847
1749281884.272346,1749281884.272346.png,0.2612,0.3091
1749281884.375166,1749281884.375166.png,0.2612,0.1087
1749281884.472852,1749281884.472852.png,0.2612,-0.3289
1749281884.572152,1749281884.572152.png,0.2612,-0.2532
1749281884.674429,1749281884.674429.png,0.2612,0.2909
1749281884.772853,1749281884.772853.png,0.2612,0.4074
1749281884.874735,1749281884.874735.png,0.2612,0.0925
1749281884.973079,1749281884.973079.png,0.2612,-0.3738
1749281885.074414,1749281885.074414.png,0.2612,-0.2407
1749281885.172842,1749281885.172842.png,0.2612,0.2376
1749281885.272451,1749281885.272451.png,0.2612,0.3847
1749281885.374160,1749281885.374160.png,0.2612,-0.2795
1749281885.482463,1749281885.482463.png,0.2612,-0.4074
1749281885.574944,1749281885.574944.png,0.2612,0.1525
1749281885.674657,1749281885.674657.png,0.2612,0.4074
