timestamp,image_file,linear_x,angular_z
1748915957.803290,1748915957.803290.png,0.2187,-0.0001
1748915957.899891,1748915957.899891.png,0.2187,-0.0001
1748915957.998449,1748915957.998449.png,0.2187,-0.0001
1748915958.098659,1748915958.098659.png,0.2187,-0.0001
1748915958.201797,1748915958.201797.png,0.2187,-0.0001
1748915958.300674,1748915958.300674.png,0.2187,-0.0001
1748915958.399304,1748915958.399304.png,0.2187,-0.0001
1748915958.505132,1748915958.505132.png,0.2187,-0.0001
1748915958.600943,1748915958.600943.png,0.2187,-0.0001
1748915958.698854,1748915958.698854.png,0.2187,-0.0001
1748915958.799613,1748915958.799613.png,0.2187,-0.0001
1748915958.898406,1748915958.898406.png,0.2187,-0.0001
1748915958.998888,1748915958.998888.png,0.2187,-0.0001
1748915959.098629,1748915959.098629.png,0.2187,-0.0001
1748915959.199507,1748915959.199507.png,0.2187,-0.0001
1748915959.300816,1748915959.300816.png,0.2187,-0.0001
1748915959.398761,1748915959.398761.png,0.2187,-0.0000
1748915959.498466,1748915959.498466.png,0.2187,-0.0000
1748915959.601318,1748915959.601318.png,0.2187,-0.0000
1748915959.698588,1748915959.698588.png,0.2187,0.0000
1748915959.798721,1748915959.798721.png,0.2187,0.0001
1748915959.898400,1748915959.898400.png,0.2187,0.0002
1748915959.998441,1748915959.998441.png,0.2187,0.0002
1748915960.099679,1748915960.099679.png,0.2187,0.0002
1748915960.198437,1748915960.198437.png,0.2187,0.0002
1748915960.302238,1748915960.302238.png,0.2187,0.0002
1748915960.399513,1748915960.399513.png,0.2187,0.0002
1748915960.498699,1748915960.498699.png,0.2187,0.0003
1748915960.599222,1748915960.599222.png,0.2187,0.0003
1748915960.698822,1748915960.698822.png,0.2187,0.0003
1748915960.799071,1748915960.799071.png,0.2187,0.0003
1748915960.898725,1748915960.898725.png,0.2187,0.0003
1748915960.998734,1748915960.998734.png,0.2187,0.0002
1748915961.098701,1748915961.098701.png,0.2187,0.0000
1748915961.198369,1748915961.198369.png,0.2187,-0.0001
1748915961.299423,1748915961.299423.png,0.2187,-0.0003
1748915961.399312,1748915961.399312.png,0.2187,-0.0004
1748915961.500305,1748915961.500305.png,0.2187,-0.0006
1748915961.598559,1748915961.598559.png,0.2187,-0.0007
1748915961.701469,1748915961.701469.png,0.2187,-0.0009
1748915961.799845,1748915961.799845.png,0.2187,-0.0011
1748915961.900259,1748915961.900259.png,0.2187,-0.0013
1748915961.998741,1748915961.998741.png,0.2187,-0.0013
1748915962.098161,1748915962.098161.png,0.2187,-0.0010
1748915962.200699,1748915962.200699.png,0.2187,-0.0009
1748915962.299770,1748915962.299770.png,0.2187,-0.0006
1748915962.400077,1748915962.400077.png,0.2187,-0.0005
1748915962.499186,1748915962.499186.png,0.2187,-0.0003
1748915962.598673,1748915962.598673.png,0.2187,-0.0000
1748915962.698231,1748915962.698231.png,0.2187,0.0001
1748915962.799253,1748915962.799253.png,0.2187,0.0004
1748915962.898399,1748915962.898399.png,0.2187,0.0008
1748915962.998812,1748915962.998812.png,0.2187,0.0012
1748915963.098976,1748915963.098976.png,0.2187,0.0009
1748915963.199143,1748915963.199143.png,0.2187,0.0011
1748915963.300335,1748915963.300335.png,0.2187,0.0010
1748915963.399573,1748915963.399573.png,0.2187,0.0010
1748915963.507353,1748915963.507353.png,0.2187,0.0010
1748915963.598742,1748915963.598742.png,0.2187,0.0010
1748915963.700661,1748915963.700661.png,0.2187,0.0010
1748915963.800682,1748915963.800682.png,0.2187,0.0009
1748915963.899943,1748915963.899943.png,0.2187,0.0009
1748915964.007185,1748915964.007185.png,0.2187,0.0003
1748915964.100348,1748915964.100348.png,0.2187,-0.0001
1748915964.198870,1748915964.198870.png,0.2187,-0.0006
1748915964.304175,1748915964.304175.png,0.2187,-0.0010
1748915964.398446,1748915964.398446.png,0.2187,-0.0018
1748915964.498451,1748915964.498451.png,0.2187,-0.0023
1748915964.598486,1748915964.598486.png,0.2187,-0.0029
1748915964.698258,1748915964.698258.png,0.2187,-0.0036
1748915964.801673,1748915964.801673.png,0.2187,-0.0044
1748915964.899415,1748915964.899415.png,0.2187,-0.0049
1748915964.999763,1748915964.999763.png,0.2187,-0.0051
1748915965.098122,1748915965.098122.png,0.2187,-0.0056
1748915965.199314,1748915965.199314.png,0.2187,-0.0058
1748915965.299499,1748915965.299499.png,0.2187,-0.0040
1748915965.399027,1748915965.399027.png,0.2187,-0.0009
1748915965.498290,1748915965.498290.png,0.2187,-0.0002
1748915965.600587,1748915965.600587.png,0.2187,0.0001
1748915965.700504,1748915965.700504.png,0.2187,0.0003
1748915965.798438,1748915965.798438.png,0.2187,0.0002
1748915965.898733,1748915965.898733.png,0.2187,0.0002
1748915965.999426,1748915965.999426.png,0.2187,0.0002
1748915966.100677,1748915966.100677.png,0.2187,0.0001
1748915966.198549,1748915966.198549.png,0.2187,0.0001
1748915966.300253,1748915966.300253.png,0.2187,0.0001
1748915966.399506,1748915966.399506.png,0.2187,0.0001
1748915966.498480,1748915966.498480.png,0.2187,0.0001
