timestamp,image_file,linear_x,angular_z
1749281318.600127,1749281318.600127.png,0.1272,0.6554
1749281318.698554,1749281318.698554.png,0.1272,0.6554
1749281318.799255,1749281318.799255.png,0.1272,0.6554
1749281318.898360,1749281318.898360.png,0.1272,0.6554
1749281318.998302,1749281318.998302.png,0.1272,0.6554
1749281319.102091,1749281319.102091.png,0.1272,0.6554
1749281319.199534,1749281319.199534.png,0.1272,0.6554
1749281319.298373,1749281319.298373.png,0.1272,0.6554
1749281319.398358,1749281319.398358.png,0.1272,0.6554
1749281319.498550,1749281319.498550.png,0.1272,0.6554
1749281319.598894,1749281319.598894.png,0.1272,0.6554
1749281319.699922,1749281319.699922.png,0.1272,0.6554
1749281319.805135,1749281319.805135.png,0.1272,0.6554
1749281319.899154,1749281319.899154.png,0.1272,0.6554
1749281319.998631,1749281319.998631.png,0.1272,0.6554
1749281320.099009,1749281320.099009.png,0.1272,0.6554
1749281320.200151,1749281320.200151.png,0.1272,0.6554
1749281320.300081,1749281320.300081.png,0.1272,0.6554
1749281320.398312,1749281320.398312.png,0.1272,0.3577
1749281320.498415,1749281320.498415.png,0.1272,-0.3143
1749281320.599451,1749281320.599451.png,0.1272,-0.5071
1749281320.698569,1749281320.698569.png,0.1272,-0.0489
1749281320.798137,1749281320.798137.png,0.1272,0.1877
1749281320.898354,1749281320.898354.png,0.1272,-0.1552
1749281320.998867,1749281320.998867.png,0.1272,-0.3435
1749281321.098482,1749281321.098482.png,0.1272,-0.0828
1749281321.198286,1749281321.198286.png,0.1272,-0.0163
1749281321.298239,1749281321.298239.png,0.1272,-0.1942
1749281321.398515,1749281321.398515.png,0.1272,-0.2655
1749281321.498501,1749281321.498501.png,0.1272,-0.1116
1749281321.598949,1749281321.598949.png,0.1272,-0.0844
1749281321.698580,1749281321.698580.png,0.1272,-0.1561
1749281321.798310,1749281321.798310.png,0.1272,-0.2627
1749281321.898664,1749281321.898664.png,0.1272,-0.2119
1749281321.998329,1749281321.998329.png,0.1272,-0.1696
1749281322.098566,1749281322.098566.png,0.1272,-0.2054
1749281322.199995,1749281322.199995.png,0.1272,-0.2398
1749281322.298669,1749281322.298669.png,0.1272,-0.2335
1749281322.398265,1749281322.398265.png,0.1272,-0.2196
1749281322.498916,1749281322.498916.png,0.1272,-0.2272
1749281322.598395,1749281322.598395.png,0.1272,-0.2447
1749281322.703581,1749281322.703581.png,0.1272,-0.2458
1749281322.798303,1749281322.798303.png,0.1272,-0.2419
1749281322.900104,1749281322.900104.png,0.1272,-0.2433
1749281322.998373,1749281322.998373.png,0.1272,-0.2493
