timestamp,image_file,linear_x,angular_z
1749876008.786127,1749876008.786127.png,0.4979,-0.1420
1749876008.822027,1749876008.822027.png,0.4979,-0.1420
1749876008.852838,1749876008.852838.png,0.4979,-0.1420
1749876008.886360,1749876008.886360.png,0.4979,-0.1420
1749876008.923554,1749876008.923554.png,0.4979,-0.1420
1749876008.953886,1749876008.953886.png,0.4979,-0.1420
1749876008.988442,1749876008.988442.png,0.4979,-0.1420
1749876009.023142,1749876009.023142.png,0.4979,-0.1420
1749876009.053583,1749876009.053583.png,0.4979,-0.1420
1749876009.097402,1749876009.097402.png,0.4979,-0.1420
1749876009.122524,1749876009.122524.png,0.4979,-0.1420
1749876009.152968,1749876009.152968.png,0.4979,-0.1420
1749876009.188690,1749876009.188690.png,0.4979,-0.1420
1749876009.221849,1749876009.221849.png,0.4979,-0.1420
1749876009.254608,1749876009.254608.png,0.4979,-0.1420
1749876009.291713,1749876009.291713.png,0.4979,-0.1420
1749876009.321729,1749876009.321729.png,0.4979,-0.1420
1749876009.359692,1749876009.359692.png,0.4979,-0.1420
1749876009.388991,1749876009.388991.png,0.4979,-0.1407
1749876009.419382,1749876009.419382.png,0.4979,-0.1407
1749876009.452547,1749876009.452547.png,0.4979,-0.1407
1749876009.488987,1749876009.488987.png,0.4979,-0.1407
1749876009.524291,1749876009.524291.png,0.4979,-0.1416
1749876009.553596,1749876009.553596.png,0.4979,-0.1416
1749876009.586970,1749876009.586970.png,0.4979,-0.1416
1749876009.619728,1749876009.619728.png,0.4979,-0.1370
1749876009.653652,1749876009.653652.png,0.4979,-0.1370
1749876009.687165,1749876009.687165.png,0.4979,-0.1370
1749876009.719513,1749876009.719513.png,0.4979,-0.1364
1749876009.759271,1749876009.759271.png,0.4979,-0.1364
1749876009.789075,1749876009.789075.png,0.4979,-0.1292
1749876009.819475,1749876009.819475.png,0.4979,-0.1292
1749876009.853265,1749876009.853265.png,0.4979,-0.1292
1749876009.888457,1749876009.888457.png,0.4979,-0.1292
1749876009.919942,1749876009.919942.png,0.4979,-0.1291
1749876009.955637,1749876009.955637.png,0.4979,-0.1291
1749876009.986404,1749876009.986404.png,0.4979,-0.1291
1749876010.020070,1749876010.020070.png,0.4979,-0.1136
1749876010.052982,1749876010.052982.png,0.4979,-0.1136
1749876010.087705,1749876010.087705.png,0.4979,-0.1136
1749876010.119504,1749876010.119504.png,0.4979,-0.1109
1749876010.152999,1749876010.152999.png,0.4979,-0.1109
1749876010.189471,1749876010.189471.png,0.4979,-0.1109
1749876010.220268,1749876010.220268.png,0.4979,-0.0947
1749876010.253324,1749876010.253324.png,0.4979,-0.0947
1749876010.288445,1749876010.288445.png,0.4979,-0.0843
1749876010.322500,1749876010.322500.png,0.4979,-0.0843
1749876010.353223,1749876010.353223.png,0.4979,-0.0843
1749876010.393400,1749876010.393400.png,0.4979,-0.0728
1749876010.420703,1749876010.420703.png,0.4979,-0.0728
1749876010.452857,1749876010.452857.png,0.4979,-0.0728
1749876010.487998,1749876010.487998.png,0.4979,-0.0632
1749876010.519510,1749876010.519510.png,0.4979,-0.0632
1749876010.553288,1749876010.553288.png,0.4979,-0.0632
1749876010.586844,1749876010.586844.png,0.4979,-0.0632
1749876010.619895,1749876010.619895.png,0.4979,-0.0490
1749876010.652927,1749876010.652927.png,0.4979,-0.0490
1749876010.686607,1749876010.686607.png,0.4979,-0.0490
1749876010.721176,1749876010.721176.png,0.4979,-0.0316
1749876010.753382,1749876010.753382.png,0.4979,-0.0316
1749876010.788144,1749876010.788144.png,0.4979,-0.0316
1749876010.819901,1749876010.819901.png,0.4979,-0.0244
1749876010.852790,1749876010.852790.png,0.4979,-0.0244
1749876010.889420,1749876010.889420.png,0.4979,-0.0244
1749876010.921973,1749876010.921973.png,0.4979,-0.0151
1749876010.954175,1749876010.954175.png,0.4979,-0.0151
1749876010.986453,1749876010.986453.png,0.4979,-0.0151
1749876011.024389,1749876011.024389.png,0.4979,-0.0158
1749876011.053360,1749876011.053360.png,0.4979,-0.0158
1749876011.087486,1749876011.087486.png,0.4979,-0.0158
1749876011.122474,1749876011.122474.png,0.4979,-0.0052
1749876011.152886,1749876011.152886.png,0.4979,-0.0052
1749876011.189606,1749876011.189606.png,0.4979,-0.0028
