timestamp,image_file,linear_x,angular_z
1748938641.451781,1748938641.451781.png,0.1433,-0.0002
1748938641.558933,1748938641.558933.png,0.1433,-0.0002
1748938641.650263,1748938641.650263.png,0.1433,-0.0001
1748938641.751800,1748938641.751800.png,0.1433,0.0000
1748938641.853248,1748938641.853248.png,0.1433,0.0001
1748938641.950241,1748938641.950241.png,0.1433,0.0000
1748938642.050228,1748938642.050228.png,0.1433,-0.0001
1748938642.149770,1748938642.149770.png,0.1433,-0.0000
1748938642.250458,1748938642.250458.png,0.1433,0.0001
1748938642.349928,1748938642.349928.png,0.1433,0.0001
1748938642.457174,1748938642.457174.png,0.1433,0.0000
1748938642.550339,1748938642.550339.png,0.1433,-0.0000
1748938642.649878,1748938642.649878.png,0.1433,-0.0000
1748938642.750303,1748938642.750303.png,0.1433,-0.0000
1748938642.850218,1748938642.850218.png,0.1433,0.0000
1748938642.950261,1748938642.950261.png,0.1433,0.0000
1748938643.049872,1748938643.049872.png,0.1433,0.0000
1748938643.150319,1748938643.150319.png,0.1433,-0.0000
1748938643.250070,1748938643.250070.png,0.1433,-0.0000
1748938643.350328,1748938643.350328.png,0.1433,-0.0000
1748938643.449934,1748938643.449934.png,0.1433,0.0000
1748938643.551216,1748938643.551216.png,0.1433,0.0000
1748938643.659492,1748938643.659492.png,0.1433,0.0000
1748938643.750066,1748938643.750066.png,0.1433,-0.0000
1748938643.850106,1748938643.850106.png,0.1433,-0.0000
1748938643.950150,1748938643.950150.png,0.1433,-0.0000
1748938644.050853,1748938644.050853.png,0.1433,0.0000
1748938644.149994,1748938644.149994.png,0.1433,-0.0000
1748938644.250150,1748938644.250150.png,0.1433,-0.0000
1748938644.350045,1748938644.350045.png,0.1433,-0.0000
1748938644.449765,1748938644.449765.png,0.1433,-0.0000
1748938644.550104,1748938644.550104.png,0.1433,-0.0000
1748938644.651054,1748938644.651054.png,0.1433,-0.0000
1748938644.749917,1748938644.749917.png,0.1433,-0.0000
1748938644.849851,1748938644.849851.png,0.1433,-0.0000
1748938644.950155,1748938644.950155.png,0.1433,-0.0000
1748938645.050956,1748938645.050956.png,0.1433,-0.0000
1748938645.150048,1748938645.150048.png,0.1433,-0.0000
1748938645.250122,1748938645.250122.png,0.1433,-0.0000
1748938645.350339,1748938645.350339.png,0.1433,-0.0000
1748938645.450073,1748938645.450073.png,0.1433,-0.0000
1748938645.550002,1748938645.550002.png,0.1433,-0.0000
1748938645.650129,1748938645.650129.png,0.1433,-0.0000
1748938645.750201,1748938645.750201.png,0.1433,-0.0000
1748938645.850264,1748938645.850264.png,0.1433,-0.0000
1748938645.950152,1748938645.950152.png,0.1433,-0.0000
1748938646.049823,1748938646.049823.png,0.1433,-0.0000
1748938646.151384,1748938646.151384.png,0.1433,-0.0000
1748938646.250041,1748938646.250041.png,0.1433,-0.0000
1748938646.350290,1748938646.350290.png,0.1433,-0.0000
1748938646.451095,1748938646.451095.png,0.1433,-0.0000
1748938646.550085,1748938646.550085.png,0.1433,-0.0000
1748938646.651954,1748938646.651954.png,0.1433,-0.0000
1748938646.750190,1748938646.750190.png,0.1433,-0.0000
1748938646.850109,1748938646.850109.png,0.1433,-0.0000
1748938646.951673,1748938646.951673.png,0.1433,-0.0000
1748938647.050248,1748938647.050248.png,0.1433,-0.0000
1748938647.149923,1748938647.149923.png,0.1433,-0.0000
1748938647.249966,1748938647.249966.png,0.1433,-0.0000
1748938647.351779,1748938647.351779.png,0.1433,-0.0000
1748938647.450283,1748938647.450283.png,0.1433,-0.0000
1748938647.549912,1748938647.549912.png,0.1433,-0.0000
1748938647.651395,1748938647.651395.png,0.1433,-0.0000
1748938647.750726,1748938647.750726.png,0.1433,-0.0000
1748938647.850225,1748938647.850225.png,0.1433,-0.0000
1748938647.950189,1748938647.950189.png,0.1433,-0.0000
1748938648.049995,1748938648.049995.png,0.1433,-0.0000
1748938648.150313,1748938648.150313.png,0.1433,-0.0000
1748938648.249977,1748938648.249977.png,0.1433,-0.0000
1748938648.350232,1748938648.350232.png,0.1433,-0.0000
1748938648.450807,1748938648.450807.png,0.1433,-0.0000
1748938648.550037,1748938648.550037.png,0.1433,-0.0000
1748938648.649900,1748938648.649900.png,0.1433,-0.0000
1748938648.749798,1748938648.749798.png,0.1433,-0.0000
1748938648.849986,1748938648.849986.png,0.1433,-0.0000
1748938648.950424,1748938648.950424.png,0.1433,-0.0000
1748938649.050278,1748938649.050278.png,0.1433,-0.0000
1748938649.149904,1748938649.149904.png,0.1433,-0.0000
1748938649.250006,1748938649.250006.png,0.1433,-0.0000
1748938649.350123,1748938649.350123.png,0.1433,-0.0000
1748938649.449851,1748938649.449851.png,0.1433,-0.0000
1748938649.551101,1748938649.551101.png,0.1433,-0.0000
1748938649.653020,1748938649.653020.png,0.1433,-0.0000
1748938649.755234,1748938649.755234.png,0.1433,-0.0000
1748938649.849949,1748938649.849949.png,0.1433,-0.0000
1748938649.950226,1748938649.950226.png,0.1433,-0.0000
1748938650.050421,1748938650.050421.png,0.1433,-0.0000
1748938650.150586,1748938650.150586.png,0.1433,-0.0000
1748938650.250065,1748938650.250065.png,0.1433,-0.0000
1748938650.350310,1748938650.350310.png,0.1433,-0.0000
1748938650.449785,1748938650.449785.png,0.1433,-0.0000
1748938650.549982,1748938650.549982.png,0.1433,-0.0000
1748938650.650137,1748938650.650137.png,0.1433,-0.0000
1748938650.749903,1748938650.749903.png,0.1433,-0.0000
1748938650.849814,1748938650.849814.png,0.1433,-0.0000
1748938650.950864,1748938650.950864.png,0.1433,-0.0000
1748938651.051126,1748938651.051126.png,0.1433,-0.0000
1748938651.150021,1748938651.150021.png,0.1433,-0.0000
1748938651.250473,1748938651.250473.png,0.1433,-0.0000
1748938651.349854,1748938651.349854.png,0.1433,-0.0000
1748938651.450238,1748938651.450238.png,0.1433,-0.0000
1748938651.550216,1748938651.550216.png,0.1433,-0.0000
1748938651.650266,1748938651.650266.png,0.1433,-0.0000
1748938651.752450,1748938651.752450.png,0.1433,-0.0000
1748938651.850437,1748938651.850437.png,0.1433,-0.0000
1748938651.950152,1748938651.950152.png,0.1433,-0.0000
1748938652.049814,1748938652.049814.png,0.1433,-0.0000
1748938652.149965,1748938652.149965.png,0.1433,-0.0000
1748938652.250371,1748938652.250371.png,0.1433,-0.0000
1748938652.350702,1748938652.350702.png,0.1433,-0.0000
1748938652.450179,1748938652.450179.png,0.1433,-0.0000
1748938652.550120,1748938652.550120.png,0.1433,-0.0000
1748938652.650518,1748938652.650518.png,0.1433,-0.0000
1748938652.750285,1748938652.750285.png,0.1433,-0.0000
1748938652.849725,1748938652.849725.png,0.1433,-0.0000
1748938652.952005,1748938652.952005.png,0.1433,-0.0000
1748938653.050905,1748938653.050905.png,0.1433,-0.0000
1748938653.151401,1748938653.151401.png,0.1433,-0.0000
1748938653.249882,1748938653.249882.png,0.1433,-0.0000
1748938653.349904,1748938653.349904.png,0.1433,-0.0000
1748938653.453245,1748938653.453245.png,0.1433,-0.0000
1748938653.553524,1748938653.553524.png,0.1433,-0.0000
1748938653.651103,1748938653.651103.png,0.1433,-0.0000
1748938653.754554,1748938653.754554.png,0.1433,-0.0000
1748938653.849741,1748938653.849741.png,0.1433,-0.0000
1748938653.950118,1748938653.950118.png,0.1433,-0.0000
1748938654.053489,1748938654.053489.png,0.1433,-0.0000
1748938654.150307,1748938654.150307.png,0.1433,-0.0000
1748938654.251151,1748938654.251151.png,0.1433,-0.0000
1748938654.349789,1748938654.349789.png,0.1433,-0.0000
1748938654.453130,1748938654.453130.png,0.1433,-0.0000
1748938654.549900,1748938654.549900.png,0.1433,-0.0000
1748938654.650203,1748938654.650203.png,0.1433,-0.0000
1748938654.750101,1748938654.750101.png,0.1433,-0.0000
1748938654.849948,1748938654.849948.png,0.1433,-0.0000
1748938654.951507,1748938654.951507.png,0.1433,-0.0000
1748938655.050425,1748938655.050425.png,0.1433,-0.0000
1748938655.150205,1748938655.150205.png,0.1433,-0.0000
1748938655.256208,1748938655.256208.png,0.1433,-0.0000
1748938655.353174,1748938655.353174.png,0.1433,-0.0000
1748938655.450080,1748938655.450080.png,0.1433,-0.0000
1748938655.549794,1748938655.549794.png,0.1433,-0.0000
1748938655.652405,1748938655.652405.png,0.1433,-0.0000
1748938655.750233,1748938655.750233.png,0.1433,-0.0000
1748938655.850227,1748938655.850227.png,0.1433,-0.0000
1748938655.950530,1748938655.950530.png,0.1433,-0.0000
1748938656.049917,1748938656.049917.png,0.1433,-0.0000
1748938656.150137,1748938656.150137.png,0.1433,-0.0000
1748938656.252115,1748938656.252115.png,0.1433,-0.0000
1748938656.350213,1748938656.350213.png,0.1433,-0.0000
1748938656.450344,1748938656.450344.png,0.1433,-0.0000
1748938656.551806,1748938656.551806.png,0.1433,-0.0000
1748938656.650724,1748938656.650724.png,0.1433,-0.0000
