timestamp,image_file,linear_x,angular_z
1749283036.184137,1749283036.184137.png,0.1284,0.3917
1749283036.280050,1749283036.280050.png,0.1284,0.3917
1749283036.379997,1749283036.379997.png,0.1284,0.3917
1749283036.479847,1749283036.479847.png,0.1284,0.3917
1749283036.580915,1749283036.580915.png,0.1284,0.3917
1749283036.682946,1749283036.682946.png,0.1284,0.3917
1749283036.780377,1749283036.780377.png,0.1284,0.3917
1749283036.881766,1749283036.881766.png,0.1284,0.3917
1749283036.980014,1749283036.980014.png,0.1284,0.3917
1749283037.079741,1749283037.079741.png,0.1284,0.3917
1749283037.180058,1749283037.180058.png,0.1284,0.3917
1749283037.280363,1749283037.280363.png,0.1284,0.3917
1749283037.384002,1749283037.384002.png,0.1284,0.3917
1749283037.479922,1749283037.479922.png,0.1284,0.3917
1749283037.580275,1749283037.580275.png,0.1284,0.3917
1749283037.680361,1749283037.680361.png,0.1284,0.3917
1749283037.781134,1749283037.781134.png,0.1284,0.3917
1749283037.881468,1749283037.881468.png,0.1284,0.3917
1749283037.979878,1749283037.979878.png,0.1284,0.3917
1749283038.080338,1749283038.080338.png,0.1284,0.3917
1749283038.180124,1749283038.180124.png,0.1284,0.3917
1749283038.279959,1749283038.279959.png,0.1284,0.3917
1749283038.380379,1749283038.380379.png,0.1284,0.3917
1749283038.479789,1749283038.479789.png,0.1284,0.3917
1749283038.582898,1749283038.582898.png,0.1284,0.3917
1749283038.681346,1749283038.681346.png,0.1284,0.3917
1749283038.779958,1749283038.779958.png,0.1284,0.3917
1749283038.879556,1749283038.879556.png,0.1284,0.3917
1749283038.979918,1749283038.979918.png,0.1284,0.3917
1749283039.080065,1749283039.080065.png,0.1284,0.3917
1749283039.181107,1749283039.181107.png,0.1284,0.3917
1749283039.279935,1749283039.279935.png,0.1284,0.3917
1749283039.379627,1749283039.379627.png,0.1284,0.3917
1749283039.481785,1749283039.481785.png,0.1284,0.3917
1749283039.579973,1749283039.579973.png,0.1284,0.1903
1749283039.681270,1749283039.681270.png,0.1284,-0.1669
1749283039.779793,1749283039.779793.png,0.1284,-0.3775
1749283039.879810,1749283039.879810.png,0.1284,-0.1255
